Record ID,Incident Year,Incident Month,Incident Day,Operator ID,Operator,Aircraft,Aircraft Type,Aircraft Make,Aircraft Model,Aircraft Mass,Engine Make,Engine Model,Engines,Engine Type,Engine1 Position,Engine2 Position,Engine3 Position,Engine4 Position,Airport ID,Airport,State,FAA Region,Warning Issued,Flight Phase,Visibility,Precipitation,Height,Speed,Distance,Species ID,Species Name,Species Quantity,Flight Impact,Fatalities,Injuries,Aircraft Damage,Radome Strike,Radome Damage,Windshield Strike,Windshield Damage,Nose Strike,Nose Damage,Engine1 Strike,Engine1 Damage,Engine2 Strike,Engine2 Damage,Engine3 Strike,Engine3 Damage,Engine4 Strike,Engine4 Damage,Engine Ingested,Propeller Strike,Propeller Damage,Wing or Rotor Strike,Wing or Rotor Damage,Fuselage Strike,Fuselage Damage,Landing Gear Strike,Landing Gear Damage,Tail Strike,Tail Damage,Lights Strike,Lights Damage,Other Strike,Other Damage
127128,1990,1,1,DAL,DELTA AIR LINES,B-757-200,A,148,26,4,34,40,2,D,1,1,,,KCVG,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,ASO,,CLIMB,,,,,,NE1,GULL,1,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
129779,1990,1,1,HAL,HAWAIIAN AIR,DC-9,A,583,90,4,34,10,2,D,5,5,,,PHLI,LIHUE ARPT,HI,AWP,,TAKEOFF RUN,,,0,,0,ZZ201,HOUSE SPARROW,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
129780,1990,1,2,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,PHLI,LIHUE ARPT,HI,AWP,,,,,,,0,R1101,BARN OWL,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,1990,1,3,MIL,MILITARY,A-10A,A,345,,3,22,,2,D,,,,,KMYR,MYRTLE BEACH INTL,SC,ASO,,APPROACH,DAY,,200,138,,UNKBM,UNKNOWN MEDIUM BIRD,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2257,1990,1,3,MIL,MILITARY,F-16,A,561,,,,,,,,,,,KJAX,JACKSONVILLE INTL,FL,ASO,,CLIMB,DAY,,100,200,,ZX,FINCH,1,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129734,1990,1,4,HAL,HAWAIIAN AIR,DC-9,A,583,90,4,34,10,2,D,5,5,,,PHLI,LIHUE ARPT,HI,AWP,,LANDING ROLL,,,0,,0,ZY1,MUNIAS,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
129735,1990,1,5,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,PHLI,LIHUE ARPT,HI,AWP,,,,,,,0,N5122,PACIFIC GOLDEN-PLOVER,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129736,1990,1,5,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,PHLI,LIHUE ARPT,HI,AWP,,,,,,,0,ZY1,MUNIAS,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129737,1990,1,6,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,PHLI,LIHUE ARPT,HI,AWP,,,,,,,0,ZY1,MUNIAS,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127848,1990,1,7,EME,METRO EXPRESS,DHC8 DASH 8,A,303,10,3,31,10,2,C,4,4,,,ZZZZ,UNKNOWN,,,,EN ROUTE,,,,,,UNKBM,UNKNOWN MEDIUM BIRD,1,,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107155,1990,1,8,USA,1US AIRWAYS,B-737-200,A,148,13,4,34,10,2,D,1,1,,,KMCO,ORLANDO INTL,FL,ASO,N,APPROACH,DAY,NONE,60,150,,NE1,GULL,2-10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129738,1990,1,8,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,PHLI,LIHUE ARPT,HI,AWP,,,,,,,0,O2211,SPOTTED DOVE,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113914,1990,1,11,BUS,BUSINESS,HAWKER-SDLY HS125,A,443,30,3,,,2,B,5,5,,,KJWN,JOHN C TUNE ARPT,TN,ASO,,TAKEOFF RUN,NIGHT,,0,100,0,1G11,WHITE-TAILED DEER,2-10,PRECAUTIONARY LANDING,,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2259,1990,1,11,MIL,MILITARY,F-16,A,561,,,,,,,,,,,KFSM,FORT SMITH REGIONAL ARPT,AR,ASW,,CLIMB,DAY,,1400,200,,YH004,HORNED LARK,1,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102248,1990,1,11,SWA,SOUTHWEST AIRLINES,B-737-300,A,148,24,4,10,1,2,D,1,1,,,KMSY,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,ASW,Y,TAKEOFF RUN,DAY,,0,140,0,O2111,ROCK PIGEON,2-10,PRECAUTIONARY LANDING,,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129739,1990,1,12,HAL,HAWAIIAN AIR,DC-9,A,583,90,4,34,10,2,D,5,5,,,PHLI,LIHUE ARPT,HI,AWP,,LANDING ROLL,,,0,,0,ZY1,MUNIAS,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2260,1990,1,13,MIL,MILITARY,E-6,A,148,,,,,,,,,,,PHNL,HONOLULU INTL ARPT,HI,AWP,,LANDING ROLL,,,0,160,0,UNKBM,UNKNOWN MEDIUM BIRD,2-10,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1604,1990,1,15,MIL,MILITARY,F-16,A,561,,,,,,,,,,,KFSM,FORT SMITH REGIONAL ARPT,AR,ASW,,APPROACH,DAY,,1500,180,,YH004,HORNED LARK,1,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,1990,1,18,MIL,MILITARY,C-141B,A,561,,,,,,,,,,,KSBD,SAN BERNARDINO INTL ARPT,CA,AWP,,CLIMB,DAY,,10,140,,UNKBM,UNKNOWN MEDIUM BIRD,1,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127472,1990,1,19,UNK,UNKNOWN,PA-32,A,729,26,1,7,31,1,A,7,,,,ZZZZ,UNKNOWN,,,,APPROACH,NIGHT,,,,,UNKBM,UNKNOWN MEDIUM BIRD,1,OTHER,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
129401,1990,1,19,PVT,PRIVATELY OWNED,PA-28,A,729,23,1,7,10,1,A,7,,,,KIKW,JACK BARSTOW,MI,AGL,,LANDING ROLL,DUSK,FOG,0,,0,1G11,WHITE-TAILED DEER,1,OTHER,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
129740,1990,1,19,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,PHLI,LIHUE ARPT,HI,AWP,,,,,,,0,ZT002,WESTERN MEADOWLARK,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129741,1990,1,19,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,PHLI,LIHUE ARPT,HI,AWP,,,,,,,0,ZY1,MUNIAS,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102359,1990,1,19,UPS,UPS AIRLINES,DC-8,A,583,14,4,10,1,4,D,1,1,1,1,KSDF,LOUISVILLE INTL ARPT-STANDIFORD FIELD,KY,ASO,Y,APPROACH,DAY,NONE,300,150,,ZX3,SPARROW,2-10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127473,1990,1,20,BUS,BUSINESS,LOCKHEED 1329,A,561,20,3,19,1,4,B,5,5,5,5,KMMU,MORRISTOWN MUNICIPAL ARPT,NJ,AEA,,TAKEOFF RUN,DAY,FOG,0,,0,J22,GEESE,2-10,ABORTED TAKEOFF,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129614,1990,1,21,EAL,EASTERN AIRLINE,B-727,A,148,94,4,,,3,D,5,6,5,,KLGA,LA GUARDIA ARPT,NY,AEA,,TAKEOFF RUN,DAY,,0,,0,UNKB,UNKNOWN BIRD,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
129402,1990,1,23,USC,AIRNET EXPRESS,LEARJET-25,A,395,3,3,22,10,2,B,5,5,,,KSTP,ST. PAUL DOWNTOWN ARPT/HOLMAN FIELD,MN,AGL,,LANDING ROLL,NIGHT,,0,,0,1G11,WHITE-TAILED DEER,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5206,1990,1,23,MIL,MILITARY,F-15C,A,,,,,,,,,,,,KVPS,EGLIN AIR FORCE BASE/DESTIN-FORT WALTON BEACH AIRPORT,FL,ASO,Y,TAKEOFF RUN,DAY,,225,142,0,UNKBM,UNKNOWN MEDIUM BIRD,1,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129742,1990,1,24,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,PHLI,LIHUE ARPT,HI,AWP,,,,,,,0,ZY1,MUNIAS,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129743,1990,1,25,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,PHLI,LIHUE ARPT,HI,AWP,,,,,,,0,R1101,BARN OWL,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,1990,1,25,MIL,MILITARY,A-7K,A,,,,,,,,,,,,KTUS,TUCSON INTL,AZ,AWP,,CLIMB,DAY,,2,145,,UNKBM,UNKNOWN MEDIUM BIRD,2-10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129089,1990,1,26,PVT,PRIVATELY OWNED,BE-36,A,123,8,1,13,,1,A,7,,,,ZZZZ,UNKNOWN,,,,CLIMB,,,,,,J22,GEESE,1,PRECAUTIONARY LANDING,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
127474,1990,1,26,PVT,PRIVATELY OWNED,AA-5,A,70,2,1,7,19,1,A,7,,,,KAZO,KALAMAZOO/BATTLE CREEK INTL,MI,AGL,,APPROACH,DUSK,,,,,J22,GEESE,1,,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129744,1990,1,28,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,PHLI,LIHUE ARPT,HI,AWP,,,,,,,0,ZY1,MUNIAS,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129745,1990,1,29,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,PHLI,LIHUE ARPT,HI,AWP,,,,,,,0,O2211,SPOTTED DOVE,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129746,1990,1,30,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,PHLI,LIHUE ARPT,HI,AWP,,,,,,,0,ZY1,MUNIAS,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,1990,2,2,MIL,MILITARY,A-10A,A,345,,3,22,,2,D,,,,,KAEX,ALEXANDRIA INTL,LA,ASW,,APPROACH,DAY,,1000,145,,K1002,TURKEY VULTURE,1,,,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,1990,2,5,MIL,MILITARY,A-10A,A,345,,3,22,,2,D,,,,,KAEX,ALEXANDRIA INTL,LA,ASW,,APPROACH,NIGHT,,1800,136,,UNKBM,UNKNOWN MEDIUM BIRD,2-10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129747,1990,2,7,AAH,ALOHA AIR CARGO,B-737,A,148,95,4,,,2,D,1,1,,,PHLI,LIHUE ARPT,HI,AWP,,LANDING ROLL,,,0,,0,J2148,HAWAIIAN DUCK,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
126914,1990,2,8,BUS,BUSINESS,C-208,A,226,42,2,31,4,1,C,7,,,,ZZZZ,UNKNOWN,,,,APPROACH,,,,,,UNKBM,UNKNOWN MEDIUM BIRD,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
127252,1990,2,8,BUS,BUSINESS,L-1011-500,A,561,16,4,37,37,3,D,5,6,5,,KJFK,JOHN F KENNEDY INTL,NY,AEA,,,,,,,,NE101,HERRING GULL,1,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,1990,2,8,MIL,MILITARY,C-135,A,148,,,,,,,,,,,PHLI,LIHUE ARPT,HI,AWP,,TAKEOFF RUN,DAY,,0,120,0,N6,SANDPIPER,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1609,1990,2,8,MIL,MILITARY,EC130E,B,561,,,,,,,,,,,KGPT,GULFPORT-BILOXI INTL APRT,MS,ASO,,CLIMB,DAY,,50,110,,UNKBM,UNKNOWN MEDIUM BIRD,1,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129749,1990,2,9,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,PHLI,LIHUE ARPT,HI,AWP,,,,,,,0,ZY1,MUNIAS,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129748,1990,2,9,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,PHLI,LIHUE ARPT,HI,AWP,,,,,,,0,O2212,ZEBRA DOVE,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123253,1990,2,9,UPS,UPS AIRLINES,B-757-200,A,148,26,4,34,40,2,D,1,1,,,ZZZZ,UNKNOWN,,,,,,,,,,UNKBM,UNKNOWN MEDIUM BIRD,1,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123992,1990,2,10,DLH,LUFTHANSA,B-747,A,148,96,5,22,7,4,D,1,1,1,1,KJFK,JOHN F KENNEDY INTL,NY,AEA,,CLIMB,,,20,175,,J2109,MALLARD,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120677,1990,2,11,AAL,AMERICAN AIRLINES,B-767-200,A,148,29,4,22,7,2,D,1,1,,,ZZZZ,UNKNOWN,,,,,,,,,,UNKBM,UNKNOWN MEDIUM BIRD,1,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,1990,2,11,MIL,MILITARY,C-130E,A,561,,,,,,,,,,,KIAG,NIAGARA FALLS INTL,NY,AEA,,APPROACH,DAY,,800,140,,UNKBM,UNKNOWN MEDIUM BIRD,1,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129615,1990,2,12,USA,1US AIRWAYS,FOKKER F27,A,372,2,3,37,7,2,C,4,4,,,KLGA,LA GUARDIA ARPT,NY,AEA,,TAKEOFF RUN,,,0,,0,UNKB,UNKNOWN BIRD,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
126128,1990,2,13,USA,1US AIRWAYS,B-737-300,A,148,24,4,10,1,2,D,1,1,,,KPIT,PITTSBURGH INTL ARPT,PA,AEA,,CLIMB,,,,,,UNKBM,UNKNOWN MEDIUM BIRD,1,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,1990,2,13,MIL,MILITARY,C-9,A,,,,,,,,,,,,KAEX,ALEXANDRIA INTL,LA,ASW,,CLIMB,DUSK,,100,180,,UNKBM,UNKNOWN MEDIUM BIRD,2-10,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129750,1990,2,14,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,PHLI,LIHUE ARPT,HI,AWP,,,,,,,0,ZY1,MUNIAS,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123359,1990,2,14,UAL,UNITED AIRLINES,B-737,A,148,95,4,,,2,D,1,1,,,KSMF,SACRAMENTO INTL,CA,AWP,,TAKEOFF RUN,,,0,,0,UNKBM,UNKNOWN MEDIUM BIRD,1,PRECAUTIONARY LANDING,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129751,1990,2,15,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,PHLI,LIHUE ARPT,HI,AWP,,,,,,,0,R2004,SHORT-EARED OWL,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129617,1990,2,18,NWA,NORTHWEST AIRLINES,B-727,A,148,94,4,,,3,D,5,6,5,,KLGA,LA GUARDIA ARPT,NY,AEA,,TAKEOFF RUN,,,0,,0,UNKB,UNKNOWN BIRD,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
129403,1990,2,19,PVT,PRIVATELY OWNED,PA-28,A,729,23,1,7,10,1,A,7,,,,KMJX,ROBT J MILLER AIR PARK,NJ,AEA,,LANDING ROLL,NIGHT,,0,,0,1G11,WHITE-TAILED DEER,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
1613,1990,2,20,MIL,MILITARY,A-10A,A,345,,3,22,,2,D,,,,,KAEX,ALEXANDRIA INTL,LA,ASW,,APPROACH,DAY,,150,180,,UNKBM,UNKNOWN MEDIUM BIRD,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100032,1990,2,22,FDX,FEDEX EXPRESS,B-727,A,148,94,4,34,10,3,D,5,6,5,,KIAD,WASHINGTON DULLES INTL ARPT,DC,AEA,N,APPROACH,NIGHT,NONE,2000,190,,UNKBL,UNKNOWN LARGE BIRD,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100363,1990,2,22,NHK,FAA,CV-580,A,279,14,3,1,4,2,C,4,4,,,KACY,ATLANTIC CITY INTL,NJ,AEA,N,APPROACH,DAY,NONE,12000,,,NE1,GULL,2-10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129616,1990,2,23,USA,1US AIRWAYS,B-737,A,148,95,4,,,2,D,1,1,,,KLGA,LA GUARDIA ARPT,NY,AEA,,LANDING ROLL,,,0,,0,UNKB,UNKNOWN BIRD,1,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116440,1990,2,24,UAL,UNITED AIRLINES,B-707,A,148,7,4,34,1,4,D,1,1,1,1,KIAD,WASHINGTON DULLES INTL ARPT,DC,AEA,,,NIGHT,NONE,,,,J,"DUCKS, GEESE, SWANS",2-10,NONE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,1990,2,26,MIL,MILITARY,KC-135,A,148,,,,,,,,,,,KBYH,ARKANSAS INTERNATIONAL ARPT,AR,ASW,,APPROACH,NIGHT,,1600,160,,UNKBM,UNKNOWN MEDIUM BIRD,2-10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116450,1990,2,26,UNKC,UNKNOWN COMMERCIAL,B-757-200,A,148,26,4,37,37,2,D,1,1,,,KATL,HARTSFIELD - JACKSON ATLANTA INTL ARPT,GA,ASO,N,DESCENT,,,10000,,,UNKBM,UNKNOWN MEDIUM BIRD,1,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101602,1990,2,26,USA,1US AIRWAYS,B-737-300,A,148,24,4,10,1,2,D,1,1,,,KAUS,AUSTIN-BERGSTROM INTL,TX,ASW,N,DESCENT,NIGHT,NONE,10000,250,,K33,HAWK,1,,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126915,1990,2,27,BUS,BUSINESS,GULFSTREAM V,A,421,10,4,9,3,2,D,5,5,,,ZZZZ,UNKNOWN,,,,EN ROUTE,,,,,,J22,GEESE,1,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120049,1990,2,27,USA,1US AIRWAYS,B-737-500,A,148,33,4,10,1,2,D,1,1,,,KBUR,BOB HOPE ARPT,CA,AWP,,,,,,,,UNKBM,UNKNOWN MEDIUM BIRD,1,,,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123681,1990,3,1,1AWE,AMERICA WEST AIRLINES,B-737-300,A,148,24,4,10,1,2,D,1,1,,,KICT,WICHITA DWIGHT D EISENHOWER NATL ARPT,KS,ACE,,LANDING ROLL,,,0,,0,UNKBM,UNKNOWN MEDIUM BIRD,1,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110494,1990,3,2,DAL,DELTA AIR LINES,B-757-200,A,148,26,4,34,40,2,D,1,1,,,ZZZZ,UNKNOWN,,,N,,,,,,,UNKBM,UNKNOWN MEDIUM BIRD,1,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144,1990,3,2,MIL,MILITARY,A-10A,A,345,,3,22,,2,D,,,,,KMTN,MARTIN STATE ARPT,MD,AEA,,TAKEOFF RUN,DAY,,0,135,0,NE114,LAUGHING GULL,2-10,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
100098,1990,3,3,SWA,SOUTHWEST AIRLINES,B-737-200,A,148,13,4,34,10,2,D,1,1,,,KDTW,DETROIT METRO WAYNE COUNTY ARPT,MI,AGL,N,DESCENT,DAY,NONE,5000,210,,NE1,GULL,1,OTHER,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103768,1990,3,3,AWI,AIR WISCONSIN AIRLINES,BA-146,A,168,,4,7,43,4,D,1,1,1,1,KIAD,WASHINGTON DULLES INTL ARPT,DC,AEA,N,CLIMB,DAY,,1200,180,,UNKBL,UNKNOWN LARGE BIRD,1,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,1990,3,6,MIL,MILITARY,KC-135,A,148,,,,,,,,,,,KBYH,ARKANSAS INTERNATIONAL ARPT,AR,ASW,,APPROACH,NIGHT,,1700,170,,UNKBM,UNKNOWN MEDIUM BIRD,1,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120880,1990,3,7,USA,1US AIRWAYS,B-737-300,A,148,24,4,10,1,2,D,1,1,,,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,AEA,,,,,,,,NE104,RING-BILLED GULL,1,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129752,1990,3,8,UNK,UNKNOWN,UNKNOWN,,,,,,,,,,,,,PHLI,LIHUE ARPT,HI,AWP,,,,,,,0,O2211,SPOTTED DOVE,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125639,1990,3,9,UAL,UNITED AIRLINES,B-737-300,A,148,24,4,10,1,2,D,1,1,,,KSFO,SAN FRANCISCO INTL ARPT,CA,AWP,,LANDING ROLL,,,0,,0,UNKBM,UNKNOWN MEDIUM BIRD,1,,,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4096,1990,3,9,MIL,MILITARY,C-141B,A,561,,,,,,,,,,,KCHS,CHARLESTON AFB/INTL ARPT,SC,ASO,Y,APPROACH,NIGHT,,1800,190,,UNKBM,UNKNOWN MEDIUM BIRD,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,1990,3,9,MIL,MILITARY,C-141B,A,561,,,,,,,,,,,KDCA,RONALD REAGAN WASHINGTON NATIONAL ARPT,DC,AEA,,APPROACH,NIGHT,,1500,200,,UNKBM,UNKNOWN MEDIUM BIRD,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
