Record ID,Incident Year,Incident Month,Incident Day,Operator,Aircraft ,Engines,Engine Type,Airport,State,FAA Region,Warning Issued,Flight Phase,Visibility,Precipitation,Height,Height Bands,Speed,Speed Bands,Species Name,Species Quantity,Flight Impact,Aircraft Damage,Engine Ingested
127128,1990,1,1,Delta Air Lines,B-757-200,2,D,Cincinnati/Northern Kentucky Intl Arpt,KY,ASO,Unknown,CLIMB,UNKNOWN,NONE,0,On Ground,0,Stationary,Gull,1,NONE,Yes,No
129779,1990,1,1,Hawaiian Air,DC-9,2,D,Lihue Arpt,HI,AWP,Unknown,TAKEOFF RUN,UNKNOWN,NONE,0,On Ground,0,Stationary,House Sparrow,1,NONE,No,No
129780,1990,1,2,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Barn Owl,1,NONE,No,No
2258,1990,1,3,Military,A-10A,2,D,Myrtle Beach Intl,SC,ASO,Unknown,APPROACH,DAY,NONE,200,Low Altitude,138,Medium Speed,Unknown Medium Bird,1,NONE,No,No
2257,1990,1,3,Military,F-16,0,NA,Jacksonville Intl,FL,ASO,Unknown,CLIMB,DAY,NONE,100,Low Altitude,200,Medium Speed,Finch,1,NONE,No,No
129734,1990,1,4,Hawaiian Air,DC-9,2,D,Lihue Arpt,HI,AWP,Unknown,LANDING ROLL,UNKNOWN,NONE,0,On Ground,0,Stationary,Munias,1,NONE,No,No
129735,1990,1,5,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Pacific Golden-Plover,1,NONE,No,No
129736,1990,1,5,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Munias,1,NONE,No,No
129737,1990,1,6,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Munias,1,NONE,No,No
127848,1990,1,7,Metro Express,DHC8 DASH 8,2,C,Unknown,UNKNOWN,NA,Unknown,EN ROUTE,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,Yes,No
107155,1990,1,8,1Us Airways,B-737-200,2,D,Orlando Intl,FL,ASO,No,APPROACH,DAY,NONE,60,Low Altitude,150,Medium Speed,Gull,2-10,NONE,No,No
129738,1990,1,8,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Spotted Dove,1,NONE,No,No
113914,1990,1,11,Business,HAWKER-SDLY HS125,2,B,John C Tune Arpt,TN,ASO,Unknown,TAKEOFF RUN,NIGHT,NONE,0,On Ground,100,Low Speed,White-Tailed Deer,2-10,PRECAUTIONARY LANDING,Yes,Yes
2259,1990,1,11,Military,F-16,0,NA,Fort Smith Regional Arpt,AR,ASW,Unknown,CLIMB,DAY,NONE,1400,Medium Altitude,200,Medium Speed,Horned Lark,1,NONE,No,Yes
102248,1990,1,11,Southwest Airlines,B-737-300,2,D,Louie Armstrong New Orleans Intl Arpt,LA,ASW,Yes,TAKEOFF RUN,DAY,NONE,0,On Ground,140,Medium Speed,Rock Pigeon,2-10,PRECAUTIONARY LANDING,Yes,No
129739,1990,1,12,Hawaiian Air,DC-9,2,D,Lihue Arpt,HI,AWP,Unknown,LANDING ROLL,UNKNOWN,NONE,0,On Ground,0,Stationary,Munias,1,NONE,No,No
2260,1990,1,13,Military,E-6,0,NA,Honolulu Intl Arpt,HI,AWP,Unknown,LANDING ROLL,UNKNOWN,NONE,0,On Ground,160,Medium Speed,Unknown Medium Bird,2-10,NONE,No,No
1604,1990,1,15,Military,F-16,0,NA,Fort Smith Regional Arpt,AR,ASW,Unknown,APPROACH,DAY,NONE,1500,Medium Altitude,180,Medium Speed,Horned Lark,1,NONE,No,Yes
1605,1990,1,18,Military,C-141B,0,NA,San Bernardino Intl Arpt,CA,AWP,Unknown,CLIMB,DAY,NONE,10,Low Altitude,140,Medium Speed,Unknown Medium Bird,1,NONE,No,No
127472,1990,1,19,Unknown,PA-32,1,A,Unknown,UNKNOWN,NA,Unknown,APPROACH,NIGHT,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,OTHER,Yes,No
129401,1990,1,19,Privately Owned,PA-28,1,A,Jack Barstow,MI,AGL,Unknown,LANDING ROLL,DUSK,FOG,0,On Ground,0,Stationary,White-Tailed Deer,1,OTHER,Yes,No
129740,1990,1,19,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Western Meadowlark,1,NONE,No,No
129741,1990,1,19,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Munias,1,NONE,No,No
102359,1990,1,19,Ups Airlines,DC-8,4,D,Louisville Intl Arpt-Standiford Field,KY,ASO,Yes,APPROACH,DAY,NONE,300,Low Altitude,150,Medium Speed,Sparrow,2-10,NONE,No,No
127473,1990,1,20,Business,LOCKHEED 1329,4,B,Morristown Municipal Arpt,NJ,AEA,Unknown,TAKEOFF RUN,DAY,FOG,0,On Ground,0,Stationary,Geese,2-10,ABORTED TAKEOFF,Yes,Yes
129614,1990,1,21,Eastern Airline,B-727,3,D,La Guardia Arpt,NY,AEA,Unknown,TAKEOFF RUN,DAY,NONE,0,On Ground,0,Stationary,Unknown Bird,1,NONE,No,No
129402,1990,1,23,Airnet Express,LEARJET-25,2,B,St. Paul Downtown Arpt/Holman Field,MN,AGL,Unknown,LANDING ROLL,NIGHT,NONE,0,On Ground,0,Stationary,White-Tailed Deer,1,NONE,Yes,No
5206,1990,1,23,Military,F-15C,0,NA,Eglin Air Force Base/Destin-Fort Walton Beach Airport,FL,ASO,Yes,TAKEOFF RUN,DAY,NONE,225,Low Altitude,142,Medium Speed,Unknown Medium Bird,1,NONE,No,No
129742,1990,1,24,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Munias,1,NONE,No,No
129743,1990,1,25,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Barn Owl,1,NONE,No,No
1606,1990,1,25,Military,A-7K,0,NA,Tucson Intl,AZ,AWP,Unknown,CLIMB,DAY,NONE,2,Low Altitude,145,Medium Speed,Unknown Medium Bird,2-10,NONE,No,No
129089,1990,1,26,Privately Owned,BE-36,1,A,Unknown,UNKNOWN,NA,Unknown,CLIMB,UNKNOWN,NONE,0,On Ground,0,Stationary,Geese,1,PRECAUTIONARY LANDING,Yes,No
127474,1990,1,26,Privately Owned,AA-5,1,A,Kalamazoo/Battle Creek Intl,MI,AGL,Unknown,APPROACH,DUSK,NONE,0,On Ground,0,Stationary,Geese,1,NONE,Yes,No
129744,1990,1,28,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Munias,1,NONE,No,No
129745,1990,1,29,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Spotted Dove,1,NONE,No,No
129746,1990,1,30,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Munias,1,NONE,No,No
1607,1990,2,2,Military,A-10A,2,D,Alexandria Intl,LA,ASW,Unknown,APPROACH,DAY,NONE,1000,Medium Altitude,145,Medium Speed,Turkey Vulture,1,NONE,Yes,Yes
1608,1990,2,5,Military,A-10A,2,D,Alexandria Intl,LA,ASW,Unknown,APPROACH,NIGHT,NONE,1800,Medium Altitude,136,Medium Speed,Unknown Medium Bird,2-10,NONE,No,No
129747,1990,2,7,Aloha Air Cargo,B-737,2,D,Lihue Arpt,HI,AWP,Unknown,LANDING ROLL,UNKNOWN,NONE,0,On Ground,0,Stationary,Hawaiian Duck,1,NONE,No,No
126914,1990,2,8,Business,C-208,1,C,Unknown,UNKNOWN,NA,Unknown,APPROACH,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,Yes,No
127252,1990,2,8,Business,L-1011-500,3,D,John F Kennedy Intl,NY,AEA,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Herring Gull,1,NONE,No,Yes
1610,1990,2,8,Military,C-135,0,NA,Lihue Arpt,HI,AWP,Unknown,TAKEOFF RUN,DAY,NONE,0,On Ground,120,Medium Speed,Sandpiper,1,NONE,No,No
1609,1990,2,8,Military,EC130E,0,NA,Gulfport-Biloxi Intl Aprt,MS,ASO,Unknown,CLIMB,DAY,NONE,50,Low Altitude,110,Medium Speed,Unknown Medium Bird,1,NONE,No,No
129749,1990,2,9,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Munias,1,NONE,No,No
129748,1990,2,9,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Zebra Dove,1,NONE,No,No
123253,1990,2,9,Ups Airlines,B-757-200,2,D,Unknown,UNKNOWN,NA,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,No,Yes
123992,1990,2,10,Lufthansa,B-747,4,D,John F Kennedy Intl,NY,AEA,Unknown,CLIMB,UNKNOWN,NONE,20,Low Altitude,175,Medium Speed,Mallard,1,NONE,Yes,Yes
120677,1990,2,11,American Airlines,B-767-200,2,D,Unknown,UNKNOWN,NA,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,Yes,Yes
1611,1990,2,11,Military,C-130E,0,NA,Niagara Falls Intl,NY,AEA,Unknown,APPROACH,DAY,NONE,800,Medium Altitude,140,Medium Speed,Unknown Medium Bird,1,NONE,No,No
129615,1990,2,12,1Us Airways,FOKKER F27,2,C,La Guardia Arpt,NY,AEA,Unknown,TAKEOFF RUN,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Bird,1,NONE,No,No
126128,1990,2,13,1Us Airways,B-737-300,2,D,Pittsburgh Intl Arpt,PA,AEA,Unknown,CLIMB,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,Yes,Yes
1612,1990,2,13,Military,C-9,0,NA,Alexandria Intl,LA,ASW,Unknown,CLIMB,DUSK,NONE,100,Low Altitude,180,Medium Speed,Unknown Medium Bird,2-10,NONE,No,No
129750,1990,2,14,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Munias,1,NONE,No,No
123359,1990,2,14,United Airlines,B-737,2,D,Sacramento Intl,CA,AWP,Unknown,TAKEOFF RUN,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,PRECAUTIONARY LANDING,Yes,Yes
129751,1990,2,15,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Short-Eared Owl,1,NONE,No,No
129617,1990,2,18,Northwest Airlines,B-727,3,D,La Guardia Arpt,NY,AEA,Unknown,TAKEOFF RUN,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Bird,1,NONE,No,No
129403,1990,2,19,Privately Owned,PA-28,1,A,Robt J Miller Air Park,NJ,AEA,Unknown,LANDING ROLL,NIGHT,NONE,0,On Ground,0,Stationary,White-Tailed Deer,1,NONE,Yes,No
1613,1990,2,20,Military,A-10A,2,D,Alexandria Intl,LA,ASW,Unknown,APPROACH,DAY,NONE,150,Low Altitude,180,Medium Speed,Unknown Medium Bird,1,NONE,No,No
100032,1990,2,22,Fedex Express,B-727,3,D,Washington Dulles Intl Arpt,DC,AEA,No,APPROACH,NIGHT,NONE,2000,Medium Altitude,190,Medium Speed,Unknown Large Bird,1,NONE,No,No
100363,1990,2,22,Faa,CV-580,2,C,Atlantic City Intl,NJ,AEA,No,APPROACH,DAY,NONE,12000,High Altitude,0,Stationary,Gull,2-10,NONE,No,No
129616,1990,2,23,1Us Airways,B-737,2,D,La Guardia Arpt,NY,AEA,Unknown,LANDING ROLL,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Bird,1,NONE,No,Yes
116440,1990,2,24,United Airlines,B-707,4,D,Washington Dulles Intl Arpt,DC,AEA,Unknown,UNKNOWN,NIGHT,NONE,0,On Ground,0,Stationary,"Ducks, Geese, Swans",2-10,NONE,No,No
2143,1990,2,26,Military,KC-135,0,NA,Arkansas International Arpt,AR,ASW,Unknown,APPROACH,NIGHT,NONE,1600,Medium Altitude,160,Medium Speed,Unknown Medium Bird,2-10,NONE,No,No
116450,1990,2,26,Unknown Commercial,B-757-200,2,D,Hartsfield - Jackson Atlanta Intl Arpt,GA,ASO,No,DESCENT,UNKNOWN,NONE,10000,High Altitude,0,Stationary,Unknown Medium Bird,1,NONE,Yes,Yes
101602,1990,2,26,1Us Airways,B-737-300,2,D,Austin-Bergstrom Intl,TX,ASW,No,DESCENT,NIGHT,NONE,10000,High Altitude,250,High Speed,Hawk,1,NONE,Yes,No
126915,1990,2,27,Business,GULFSTREAM V,2,D,Unknown,UNKNOWN,NA,Unknown,EN ROUTE,UNKNOWN,NONE,0,On Ground,0,Stationary,Geese,1,NONE,Yes,No
120049,1990,2,27,1Us Airways,B-737-500,2,D,Bob Hope Arpt,CA,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,Yes,Yes
123681,1990,3,1,America West Airlines,B-737-300,2,D,Wichita Dwight D Eisenhower Natl Arpt,KS,ACE,Unknown,LANDING ROLL,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,No,Yes
110494,1990,3,2,Delta Air Lines,B-757-200,2,D,Unknown,UNKNOWN,NA,No,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,Yes,Yes
2144,1990,3,2,Military,A-10A,2,D,Martin State Arpt,MD,AEA,Unknown,TAKEOFF RUN,DAY,NONE,0,On Ground,135,Medium Speed,Laughing Gull,2-10,NONE,Yes,Yes
100098,1990,3,3,Southwest Airlines,B-737-200,2,D,Detroit Metro Wayne County Arpt,MI,AGL,No,DESCENT,DAY,NONE,5000,High Altitude,210,High Speed,Gull,1,OTHER,No,No
103768,1990,3,3,Air Wisconsin Airlines,BA-146,4,D,Washington Dulles Intl Arpt,DC,AEA,No,CLIMB,DAY,NONE,1200,Medium Altitude,180,Medium Speed,Unknown Large Bird,1,NONE,Yes,No
2145,1990,3,6,Military,KC-135,0,NA,Arkansas International Arpt,AR,ASW,Unknown,APPROACH,NIGHT,NONE,1700,Medium Altitude,170,Medium Speed,Unknown Medium Bird,1,NONE,No,No
120880,1990,3,7,1Us Airways,B-737-300,2,D,Baltimore/Wash Intl Thurgood Marshal Arpt,MD,AEA,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Ring-Billed Gull,1,NONE,No,Yes
129752,1990,3,8,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Spotted Dove,1,NONE,No,No
125639,1990,3,9,United Airlines,B-737-300,2,D,San Francisco Intl Arpt,CA,AWP,Unknown,LANDING ROLL,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,Yes,Yes
4096,1990,3,9,Military,C-141B,0,NA,Charleston Afb/Intl Arpt,SC,ASO,Yes,APPROACH,NIGHT,NONE,1800,Medium Altitude,190,Medium Speed,Unknown Medium Bird,0,NONE,No,No
2146,1990,3,9,Military,C-141B,0,NA,Ronald Reagan Washington National Arpt,DC,AEA,Unknown,APPROACH,NIGHT,NONE,1500,Medium Altitude,200,Medium Speed,Unknown Medium Bird,0,NONE,No,No
122404,1990,3,11,American Airlines,DC-10-30,3,D,Unknown,UNKNOWN,NA,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Mourning Dove,1,NONE,No,Yes
2147,1990,3,13,Military,A-10A,2,D,Myrtle Beach Intl,SC,ASO,Unknown,APPROACH,DUSK,NONE,200,Low Altitude,138,Medium Speed,Unknown Medium Bird,1,NONE,No,No
2148,1990,3,14,Military,T-38A,0,NA,Lubbock Preston Smith Intl Arpt,TX,ASW,Unknown,TAKEOFF RUN,DAY,NONE,0,On Ground,150,Medium Speed,Western Meadowlark,1,NONE,No,No
101577,1990,3,14,Privately Owned,HOMEBUILT,0,NA,San Luis County Regional Arpt,CA,AWP,No,APPROACH,DAY,NONE,200,Low Altitude,92,Low Speed,Turkey Vulture,1,NONE,Yes,No
2149,1990,3,18,Military,VC-9C,0,NA,Lehigh Valley Intl,PA,AEA,Unknown,TAKEOFF RUN,DAY,NONE,0,On Ground,135,Medium Speed,Unknown Medium Bird,2-10,NONE,No,No
102449,1990,3,18,All Nippon Airways,B-747,4,D,Washington Dulles Intl Arpt,DC,AEA,Unknown,CLIMB,DAY,NONE,800,Medium Altitude,0,Stationary,Gull,2-10,NONE,No,No
122095,1990,3,18,Southwest Airlines,B-737-300,2,D,Albuquerque Intl Sunport,NM,ASW,Unknown,CLIMB,UNKNOWN,NONE,0,On Ground,0,Stationary,Double-Crested Cormorant,1,NONE,Yes,Yes
4503,1990,3,20,Military,T-38A,0,NA,Sheppard Afb/Wichita Falls Muni Arpt,TX,ASW,Yes,APPROACH,NIGHT,NONE,1800,Medium Altitude,300,High Speed,Unknown Medium Bird,1,NONE,No,No
129753,1990,3,20,Hawaiian Air,DC-9,2,D,Lihue Arpt,HI,AWP,Unknown,LANDING ROLL,UNKNOWN,NONE,0,On Ground,0,Stationary,Short-Eared Owl,1,NONE,No,No
2151,1990,3,21,Military,EC135,2,F,Hilo Intl Arpt,HI,AWP,Unknown,TAKEOFF RUN,DAY,NONE,0,On Ground,135,Medium Speed,Unknown Medium Bird,1,NONE,No,No
2150,1990,3,21,Military,KC-10A,3,D,Piedmont Triad Intl,NC,ASO,Unknown,APPROACH,NIGHT,NONE,1500,Medium Altitude,150,Medium Speed,Unknown Medium Bird,1,NONE,No,No
2262,1990,3,22,Military,T-37B,0,NA,Lubbock Preston Smith Intl Arpt,TX,ASW,Unknown,TAKEOFF RUN,DAY,NONE,0,On Ground,100,Low Speed,"Thrashers, Mockingbirds, Catbirds",1,NONE,No,No
101556,1990,3,22,Trans States Airlines,SA227 AC METRO III,2,C,Lambert-St Louis Intl,MO,ACE,No,CLIMB,DAY,NONE,200,Low Altitude,160,Medium Speed,European Starling,2-10,PRECAUTIONARY LANDING,Yes,Yes
2261,1990,3,22,Military,T-38A,0,NA,Phoenix-Mesa Gateway,AZ,AWP,Unknown,CLIMB,DUSK,NONE,400,Low Altitude,250,High Speed,Merlin,2-10,NONE,No,Yes
102317,1990,3,22,Unknown,BE-200 KING,2,C,Stewart Intl Airport,NY,AEA,Yes,APPROACH,DUSK,NONE,100,Low Altitude,120,Medium Speed,Gull,1,NONE,No,No
121668,1990,3,25,United Airlines,DC-8-70,4,D,San Diego Intl,CA,AWP,Unknown,LANDING ROLL,UNKNOWN,NONE,0,On Ground,0,Stationary,Western Gull,1,NONE,No,Yes
128222,1990,3,26,Business,BELL-206,1,F,Unknown,UNKNOWN,NA,Unknown,EN ROUTE,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,Yes,No
2263,1990,3,27,Military,C-130E,0,NA,Niagara Falls Intl,NY,AEA,Unknown,CLIMB,DAY,NONE,50,Low Altitude,115,Medium Speed,Unknown Medium Bird,1,NONE,No,No
129754,1990,3,30,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Spotted Dove,1,NONE,No,No
104084,1990,3,31,Unknown,EXPERIMENTAL,0,NA,Santa Barbara Municipal,CA,AWP,Yes,CLIMB,DAY,NONE,15,Low Altitude,70,Low Speed,Turkey Vulture,1,NONE,Yes,No
129570,1990,3,31,Privately Owned,PA-J3,1,A,Private Air Strip,CA,AWP,Unknown,LANDING ROLL,UNKNOWN,NONE,0,On Ground,0,Stationary,Mule Deer,1,OTHER,Yes,No
117729,1990,4,1,Comair Airlines,SAAB-340,2,C,Unknown,UNKNOWN,NA,Unknown,EN ROUTE,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,No,Yes
129755,1990,4,3,Hawaiian Air,DC-9,2,D,Lihue Arpt,HI,AWP,Unknown,LANDING ROLL,UNKNOWN,NONE,0,On Ground,0,Stationary,Zebra Dove,1,NONE,No,No
129756,1990,4,3,Hawaiian Air,DC-9,2,D,Lihue Arpt,HI,AWP,Unknown,LANDING ROLL,UNKNOWN,NONE,0,On Ground,0,Stationary,Spotted Dove,1,NONE,No,No
2264,1990,4,4,Military,A-10A,2,D,Alexandria Intl,LA,ASW,Unknown,APPROACH,DAY,NONE,1800,Medium Altitude,220,High Speed,Unknown Medium Bird,1,NONE,No,No
103124,1990,4,5,American Airlines,B-727-200,3,D,Washington Dulles Intl Arpt,DC,AEA,No,TAKEOFF RUN,DAY,NONE,0,On Ground,150,Medium Speed,Gull,1,NONE,No,No
2265,1990,4,5,Military,KC-135E,0,NA,Mc Ghee Tyson Arpt,TN,ASO,Unknown,LANDING ROLL,DAY,NONE,0,On Ground,135,Medium Speed,Unknown Medium Bird,1,NONE,No,No
111931,1990,4,7,1Us Airways,B-737-400,2,D,La Guardia Arpt,NY,AEA,Unknown,TAKEOFF RUN,DAY,NONE,0,On Ground,0,Stationary,Canada Goose,2-10,ABORTED TAKEOFF,Yes,Yes
126171,1990,4,7,Business,C-172,1,A,Unknown,UNKNOWN,NA,Unknown,EN ROUTE,NIGHT,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,Yes,No
127423,1990,4,8,Us Coast Guard,AEROS SA365,2,F,Unknown,UNKNOWN,NA,Unknown,UNKNOWN,DAY,NONE,0,On Ground,0,Stationary,Gull,1,PRECAUTIONARY LANDING,No,No
101188,1990,4,9,Central Air Southwest,RKWL SHRIKE,2,A,Charles B Wheeler Downtown Arpt,MO,ACE,No,APPROACH,NIGHT,FOG,50,Low Altitude,100,Low Speed,Unknown Small Bird,2-10,NONE,No,No
129757,1990,4,9,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Spotted Dove,1,NONE,No,No
120488,1990,4,9,Southwest Airlines,B-737-300,2,D,Unknown,UNKNOWN,NA,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Red Bat,1,NONE,Yes,Yes
100621,1990,4,10,Southwest Airlines,B-737-300,2,D,Dallas Love Field Arpt,TX,ASW,No,APPROACH,NIGHT,NONE,2000,Medium Altitude,160,Medium Speed,Unknown Small Bird,1,NONE,No,No
5761,1990,4,11,Military,T-38A,0,NA,Sheppard Afb/Wichita Falls Muni Arpt,TX,ASW,Yes,APPROACH,DAY,NONE,0,On Ground,0,Stationary,Cattle Egret,1,NONE,Yes,Yes
2266,1990,4,12,Military,B-52H,0,NA,Sawyer Intl,MI,AGL,Unknown,CLIMB,DAY,NONE,400,Low Altitude,180,Medium Speed,"Herons, Egrets, Bitterns",2-10,NONE,Yes,No
123735,1990,4,13,Eastern Airline,B-757-200,2,D,Miami Intl,FL,ASO,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Gull,1,NONE,No,Yes
126198,1990,4,13,Continental Airlines,B-737-100,2,D,Newark Liberty Intl Arpt,NJ,AEA,Unknown,CLIMB,UNKNOWN,NONE,0,On Ground,0,Stationary,Gull,2-10,PRECAUTIONARY LANDING,Yes,Yes
112910,1990,4,13,Unknown Commercial,B-757-200,2,D,Ronald Reagan Washington National Arpt,DC,AEA,Unknown,APPROACH,UNKNOWN,NONE,0,On Ground,0,Stationary,Osprey,1,NONE,Yes,Yes
129758,1990,4,14,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Zebra Dove,1,NONE,No,No
129759,1990,4,14,Unknown,UNKNOWN,0,NA,Lihue Arpt,HI,AWP,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Townsend'S Shearwater,1,NONE,No,No
129619,1990,4,14,Business,BE-1900,2,C,La Guardia Arpt,NY,AEA,Unknown,LANDING ROLL,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Bird,1,NONE,No,No
102170,1990,4,15,Southwest Airlines,B-737-300,2,D,Lambert-St Louis Intl,MO,ACE,No,APPROACH,DAY,NONE,900,Medium Altitude,140,Medium Speed,Blackbird,1,NONE,No,No
104124,1990,4,17,American Airlines,B-727,3,D,Puerto Vallarta,UNKNOWN,FGN,No,APPROACH,DAY,NONE,100,Low Altitude,135,Medium Speed,Black Vulture,2-10,NONE,No,No
111679,1990,4,17,Business,RKWLTRBO 690,2,C,Sheboygan County Memorial Arpt,WI,AGL,Unknown,APPROACH,DUSK,NONE,0,On Ground,0,Stationary,White-Tailed Deer,0,OTHER,Yes,No
112909,1990,4,17,British Airways,B-747,4,D,Snohomish Co (Paine Field),WA,ANM,Unknown,LANDING ROLL,UNKNOWN,NONE,0,On Ground,0,Stationary,Canada Goose,1,NONE,Yes,Yes
2268,1990,4,18,Military,WC-130H,0,NA,Mobile Downtown Arpt,AL,ASO,Unknown,CLIMB,DAY,NONE,100,Low Altitude,130,Medium Speed,Unknown Medium Bird,2-10,NONE,No,Yes
2267,1990,4,18,Military,C-130E,0,NA,Niagara Falls Intl,NY,AEA,Unknown,APPROACH,NIGHT,NONE,200,Low Altitude,111,Medium Speed,Unknown Medium Bird,1,NONE,No,No
122654,1990,4,18,American Airlines,B-767-300,2,D,Orly,UNKNOWN,FGN,No,CLIMB,DAY,NONE,50,Low Altitude,160,Medium Speed,Rock Pigeon,11-100,PRECAUTIONARY LANDING,Yes,Yes
100620,1990,4,19,American Airlines,B-727,3,D,Louie Armstrong New Orleans Intl Arpt,LA,ASW,Yes,APPROACH,DAY,NONE,3000,High Altitude,235,High Speed,Unknown Small Bird,1,NONE,No,No
101504,1990,4,20,Astar Air Cargo,B-727-200,3,D,San Francisco Intl Arpt,CA,AWP,No,LANDING ROLL,DAWN,NONE,0,On Ground,120,Medium Speed,Shorebird,2-10,NONE,No,No
102767,1990,4,20,Unknown,BE-58  BARON,2,A,Charlotte/Douglas Intl Arpt,NC,ASO,No,APPROACH,DAY,NONE,60,Low Altitude,105,Medium Speed,Unknown Medium Bird,1,NONE,No,No
123194,1990,4,20,Southwest Airlines,B-737-300,2,D,Unknown,UNKNOWN,NA,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,Yes,Yes
101503,1990,4,20,Psa Airlines,BA-31 JETSTR,2,C,Erie Intl Arpt-Tom Ridge Field,PA,AEA,No,TAKEOFF RUN,DAY,NONE,0,On Ground,100,Low Speed,Gull,2-10,ABORTED TAKEOFF,No,No
