Record ID,Incident Year,Incident Month,Incident Day,Operator,Aircraft ,Engines,Engine Type,Airport,State,FAA Region,Warning Issued,Flight Phase,Visibility,Precipitation,Height,Height Bands,Speed,Speed Bands,Species Name,Species Quantity,Flight Impact,Aircraft Damage,Engine Ingested
105426,1991,4,21,Northwest Airlines,DC-9,2,D,Philadelphia Intl,PA,AEA,No,LANDING ROLL,DAY,RAIN,0,On Ground,110,Medium Speed,Gull,2-10,NONE,No,No
101241,1991,4,22,American Airlines,MD-80,2,D,Eppley Airfield,NE,ACE,Yes,APPROACH,NIGHT,NONE,600,Medium Altitude,140,Medium Speed,Unknown Small Bird,1,NONE,No,No
5659,1991,4,22,Military,T-38A,0,NA,Sheppard Afb/Wichita Falls Muni Arpt,TX,ASW,Yes,APPROACH,DAY,NONE,1800,Medium Altitude,300,High Speed,Upland Sandpiper,1,NONE,No,No
126125,1991,4,22,United Airlines,B-737-300,2,D,San Francisco Intl Arpt,CA,AWP,Unknown,DESCENT,UNKNOWN,NONE,9000,High Altitude,0,Stationary,Unknown Medium Bird,1,NONE,No,No
101853,1991,4,22,Business,IAI-1124,2,D,New Castle County,DE,AEA,Yes,TAKEOFF RUN,DAY,RAIN,0,On Ground,0,Stationary,Gull,2-10,ABORTED TAKEOFF,Yes,No
5660,1991,4,22,Military,T-38A,0,NA,Sheppard Afb/Wichita Falls Muni Arpt,TX,ASW,Yes,APPROACH,DAY,NONE,1800,Medium Altitude,220,High Speed,Upland Sandpiper,1,NONE,Yes,No
124975,1991,4,22,1Us Airways,B-737-400,2,D,Philadelphia Intl,PA,AEA,Unknown,LANDING ROLL,UNKNOWN,NONE,0,On Ground,0,Stationary,Herring Gull,1,NONE,No,Yes
1445,1991,4,23,Military,KC-135,0,NA,Castle Arpt,CA,AWP,Unknown,APPROACH,NIGHT,NONE,100,Low Altitude,150,Medium Speed,Unknown Medium Bird,1,NONE,No,No
126881,1991,4,23,Philippines,B-747-1/200,4,D,Honolulu Intl Arpt,HI,AWP,Unknown,CLIMB,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,PRECAUTIONARY LANDING,Yes,Yes
105715,1991,4,23,American Airlines,DC-10,3,D,Dallas/Fort Worth Intl Arpt,TX,ASW,No,LANDING ROLL,NIGHT,NONE,0,On Ground,140,Medium Speed,American Robin,1,NONE,No,No
103358,1991,4,23,Government,HUGHES 269A,1,A,Unknown,UNKNOWN,NA,No,EN ROUTE,NIGHT,NONE,500,Low Altitude,60,Low Speed,Duck,2-10,PRECAUTIONARY LANDING,Yes,No
1236,1991,4,23,Military,KC-135,0,NA,Castle Arpt,CA,AWP,Unknown,APPROACH,NIGHT,NONE,100,Low Altitude,150,Medium Speed,Unknown Medium Bird,1,NONE,No,No
117214,1991,4,23,Business,BE-200 KING,2,C,Dekalb-Peachtree Arpt,GA,ASO,Unknown,LANDING ROLL,DAY,NONE,0,On Ground,0,Stationary,Unknown Small Bird,2-10,NONE,No,No
105800,1991,4,23,Corporate Air,C-208,1,C,Grand Forks Intl,ND,AGL,No,TAKEOFF RUN,DAY,FOG,0,On Ground,90,Low Speed,Gull,1,NONE,No,No
1448,1991,4,23,Military,KC-135,0,NA,Arkansas International Arpt,AR,ASW,Unknown,APPROACH,DAY,NONE,1000,Medium Altitude,160,Medium Speed,Unknown Medium Bird,2-10,NONE,No,No
1446,1991,4,23,Military,KC-135,0,NA,Arkansas International Arpt,AR,ASW,Unknown,APPROACH,DAY,NONE,2000,Medium Altitude,170,Medium Speed,Unknown Medium Bird,1,NONE,No,No
1449,1991,4,23,Military,B-52G,0,NA,Castle Arpt,CA,AWP,Unknown,APPROACH,DAY,NONE,100,Low Altitude,180,Medium Speed,Unknown Medium Bird,1,NONE,No,No
103485,1991,4,23,American Airlines,MD-80,2,D,Dallas/Fort Worth Intl Arpt,TX,ASW,Yes,LANDING ROLL,DAY,NONE,0,On Ground,130,Medium Speed,Sparrow,1,NONE,No,No
105096,1991,4,23,Alaska Airlines,B-727-200,3,D,Fairbanks Intl Arpt,AK,AAL,No,APPROACH,DAY,NONE,500,Low Altitude,140,Medium Speed,Duck,2-10,NONE,No,No
104292,1991,4,23,Northwest Airlines,B-757-200,2,D,San Francisco Intl Arpt,CA,AWP,No,LANDING ROLL,DAY,NONE,0,On Ground,100,Low Speed,Sparrow,1,NONE,No,No
128607,1991,4,23,United Airlines,DC-10-10,3,D,Orlando Intl,FL,ASO,Unknown,APPROACH,UNKNOWN,NONE,1500,Medium Altitude,0,Stationary,Unknown Medium Bird,0,OTHER,No,No
104893,1991,4,23,Unknown,PA-38 TOMAHAWK,1,A,Panama City - Bay County Intl,FL,ASO,No,APPROACH,DAY,NONE,50,Low Altitude,0,Stationary,Unknown Small Bird,2-10,NONE,No,No
108731,1991,4,23,Japan Airlines,B-747,4,D,Ted Stevens Anchorage Intl,AK,AAL,Yes,UNKNOWN,NIGHT,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,No,No
2067,1991,4,23,Military,KC-135R,0,NA,Castle Arpt,CA,AWP,Unknown,APPROACH,DAY,NONE,40,Low Altitude,150,Medium Speed,Unknown Medium Bird,1,NONE,No,No
103309,1991,4,23,Pan Am,B-727-200,3,D,Orlando Intl,FL,ASO,No,APPROACH,NIGHT,RAIN,50,Low Altitude,140,Medium Speed,Gull,2-10,NONE,No,No
1447,1991,4,23,Military,KC-135R,0,NA,Castle Arpt,CA,AWP,Unknown,APPROACH,DAY,NONE,20,Low Altitude,140,Medium Speed,Unknown Medium Bird,1,NONE,No,No
100042,1991,4,24,American Airlines,MD-83,2,D,San Antonio Intl,TX,ASW,No,APPROACH,NIGHT,NONE,1500,Medium Altitude,170,Medium Speed,Unknown Medium Bird,1,NONE,No,No
116649,1991,4,24,American Airlines,B-727,3,D,Juan Santamaria Intl,UNKNOWN,FGN,No,TAKEOFF RUN,DAY,NONE,0,On Ground,128,Medium Speed,Sparrow,1,NONE,No,No
108302,1991,4,24,American Airlines,MD-82,2,D,Dallas/Fort Worth Intl Arpt,TX,ASW,Yes,CLIMB,DAY,NONE,500,Low Altitude,160,Medium Speed,Unknown Medium Bird,1,NONE,No,No
3146,1991,4,24,Military,T-38A,0,NA,Lubbock Preston Smith Intl Arpt,TX,ASW,Unknown,APPROACH,DAY,NONE,2000,Medium Altitude,160,Medium Speed,Unknown Medium Bird,1,NONE,No,No
101838,1991,4,25,Business,PA-23 APACHE,2,A,Unknown,UNKNOWN,NA,No,EN ROUTE,NIGHT,NONE,5000,High Altitude,165,Medium Speed,Unknown Medium Bird,1,NONE,No,No
120892,1991,4,25,American Airlines,B-727-200,3,D,Cancun Intl,UNKNOWN,FGN,No,TAKEOFF RUN,DAY,NONE,0,On Ground,100,Low Speed,Unknown Small Bird,1,NONE,No,No
100857,1991,4,25,American Airlines,MD-80,2,D,Denver Stapleton Arpt,CO,ANM,Yes,LANDING ROLL,DAY,NONE,0,On Ground,131,Medium Speed,European Starling,1,NONE,No,No
104029,1991,4,25,American Airlines,B-727-200,3,D,Nashville Intl,TN,ASO,No,TAKEOFF RUN,DAY,NONE,0,On Ground,125,Medium Speed,American Robin,1,NONE,No,No
104356,1991,4,25,American Airlines,MD-80,2,D,Mc Allen Miller Intl,TX,ASW,No,APPROACH,NIGHT,NONE,1900,Medium Altitude,210,High Speed,Unknown Medium Bird,1,NONE,No,No
106932,1991,4,25,American Airlines,MD-80,2,D,Daytona Beach Intl,FL,ASO,Yes,TAKEOFF RUN,DAY,RAIN,0,On Ground,125,Medium Speed,Gull,1,NONE,No,No
103122,1991,4,25,United Airlines,B-727,3,D,Kansas City Intl,MO,ACE,No,LANDING ROLL,DAY,NONE,0,On Ground,140,Medium Speed,American Robin,1,NONE,No,No
104241,1991,4,25,Atlantic Southeast,EMB-120,2,C,Hartsfield - Jackson Atlanta Intl Arpt,GA,ASO,No,APPROACH,DUSK,NONE,100,Low Altitude,130,Medium Speed,European Starling,2-10,NONE,No,No
115930,1991,4,25,Business,PA-30 TWIN COMANCHE,2,A,Thief River Falls Regional,MN,AGL,No,DESCENT,NIGHT,NONE,3000,High Altitude,145,Medium Speed,Unknown Large Bird,2-10,NONE,Yes,No
3147,1991,4,26,Military,C-130E,0,NA,Springfield-Branson National,MO,ACE,Unknown,CLIMB,DAY,NONE,400,Low Altitude,140,Medium Speed,Unknown Medium Bird,1,NONE,No,No
101785,1991,4,26,Aloha Airlines,B-737-200,2,D,Lihue Arpt,HI,AWP,Yes,CLIMB,DAY,NONE,100,Low Altitude,120,Medium Speed,Unknown Medium Bird,1,NONE,No,No
101839,1991,4,26,American Airlines,B-727-200,3,D,Dallas/Fort Worth Intl Arpt,TX,ASW,Yes,APPROACH,UNKNOWN,FOG,150,Low Altitude,142,Medium Speed,Blackbird,1,NONE,No,No
113867,1991,4,26,Unknown,PA-24 COMANCHE,1,A,Delta County Arpt,MI,AGL,No,APPROACH,NIGHT,NONE,500,Low Altitude,85,Low Speed,Canada Goose,1,NONE,Yes,No
103483,1991,4,27,Trans World Airlines,MD-80,2,D,Tampa Intl,FL,ASO,Unknown,LANDING ROLL,DAY,NONE,0,On Ground,80,Low Speed,Unknown Small Bird,1,NONE,No,No
102699,1991,4,27,American Airlines,MD-82,2,D,Harrisburg Intl,PA,AEA,No,APPROACH,NIGHT,NONE,1500,Medium Altitude,150,Medium Speed,Unknown Small Bird,1,NONE,No,No
103503,1991,4,28,Pan Am,B-727,3,D,Miami Intl,FL,ASO,Yes,CLIMB,DAY,NONE,7300,High Altitude,210,High Speed,Unknown Medium Bird,1,NONE,Yes,No
105153,1991,4,28,American Airlines,B-727,3,D,Indianapolis Intl Arpt,IN,AGL,No,TAKEOFF RUN,DAY,NONE,0,On Ground,140,Medium Speed,Unknown Small Bird,1,NONE,No,No
129317,1991,4,28,United Airlines,B-757-200,2,D,San Francisco Intl Arpt,CA,AWP,Unknown,CLIMB,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,No,No
107505,1991,4,28,Business,PA-60 600,2,A,Danbury Municipal Arpt,CT,ANE,Unknown,APPROACH,DAY,NONE,0,On Ground,0,Stationary,Gull,2-10,OTHER,No,No
101156,1991,4,28,Southwest Airlines,B-737,2,D,Austin-Bergstrom Intl,TX,ASW,No,CLIMB,NIGHT,NONE,2000,Medium Altitude,200,Medium Speed,Unknown Small Bird,1,NONE,No,No
101983,1991,4,29,Nippon Cargo Airlines,B-747-1/200,4,D,San Francisco Intl Arpt,CA,AWP,No,LANDING ROLL,DAY,NONE,0,On Ground,120,Medium Speed,Unknown Medium Bird,2-10,NONE,No,No
105429,1991,4,29,American Airlines,MD-82,2,D,Harrisburg Intl,PA,AEA,Yes,DESCENT,NIGHT,NONE,5000,High Altitude,250,High Speed,Unknown Small Bird,1,NONE,No,No
103482,1991,4,29,United Airlines,DC-10,3,D,San Francisco Intl Arpt,CA,AWP,No,APPROACH,DAY,NONE,100,Low Altitude,130,Medium Speed,Sparrow,2-10,NONE,Yes,No
127217,1991,4,29,United Airlines,B-727-200,3,D,Washington Dulles Intl Arpt,DC,AEA,Unknown,TAKEOFF RUN,UNKNOWN,NONE,0,On Ground,0,Stationary,Canids,1,NONE,No,No
105755,1991,4,29,Business,C-414,2,A,Erie Intl Arpt-Tom Ridge Field,PA,AEA,Yes,APPROACH,DAY,NONE,10,Low Altitude,110,Medium Speed,Gull,1,ENGINE SHUTDOWN,Yes,No
105083,1991,4,29,Henson,DHC7 DASH 7,4,C,Norfolk Intl,VA,AEA,No,APPROACH,DAY,RAIN,50,Low Altitude,120,Medium Speed,European Starling,1,NONE,No,No
3150,1991,4,30,Military,B-52G,0,NA,Arkansas International Arpt,AR,ASW,Unknown,APPROACH,NIGHT,NONE,1000,Medium Altitude,160,Medium Speed,Unknown Medium Bird,1,NONE,No,No
100714,1991,4,30,Southwest Airlines,B-737,2,D,Dallas Love Field Arpt,TX,ASW,No,APPROACH,NIGHT,NONE,3000,High Altitude,180,Medium Speed,Unknown Medium Bird,1,NONE,No,No
104028,1991,4,30,Business,BE-1900,2,C,Lakefront Airport,LA,ASW,No,APPROACH,DAY,RAIN,20,Low Altitude,110,Medium Speed,Gull,2-10,NONE,No,No
3148,1991,4,30,Military,T-38A,0,NA,Lubbock Preston Smith Intl Arpt,TX,ASW,Unknown,LANDING ROLL,DAY,NONE,10,Low Altitude,150,Medium Speed,Unknown Medium Bird,1,NONE,No,No
104514,1991,4,30,Business,CITATION II,2,D,Groton-New London Ar,CT,ANE,No,APPROACH,DAY,RAIN,10,Low Altitude,100,Low Speed,Gull,1,NONE,No,No
3149,1991,4,30,Military,T-37B,0,NA,Lubbock Preston Smith Intl Arpt,TX,ASW,Unknown,LANDING ROLL,DAY,NONE,10,Low Altitude,100,Low Speed,Unknown Medium Bird,1,NONE,No,No
102303,1991,4,30,Business,RKWL SABRLNR,2,B/D,Richmond Intl,VA,AEA,No,LANDING ROLL,DAY,NONE,0,On Ground,100,Low Speed,Gull,1,NONE,No,No
115780,1991,4,30,Ups Airlines,B-757-200,2,D,Roanoke Regnl Arpt/Woodrum Field,VA,AEA,No,TAKEOFF RUN,DAY,FOG,0,On Ground,135,Medium Speed,Gull,11-100,NONE,Yes,Yes
101296,1991,5,1,Continental Airlines,B-737-300,2,D,La Guardia Arpt,NY,AEA,Yes,APPROACH,DAY,FOG,10,Low Altitude,127,Medium Speed,Gull,1,NONE,No,No
103357,1991,5,1,Business,C-414,2,A,Unknown,UNKNOWN,NA,No,EN ROUTE,UNKNOWN,NONE,2000,Medium Altitude,150,Medium Speed,Gull,1,NONE,No,No
104586,1991,5,1,Southwest Airlines,B-737-200,2,D,Unknown,UNKNOWN,NA,No,UNKNOWN,DAY,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,No,No
103222,1991,5,1,United Airlines,B-757-200,2,D,John Wayne-Orange County Arpt,CA,AWP,No,CLIMB,DAY,NONE,500,Low Altitude,140,Medium Speed,Unknown Medium Bird,1,NONE,No,No
125139,1991,5,1,Pinnacle,SAAB-340,2,C,Unknown,UNKNOWN,NA,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,No,Yes
3151,1991,5,1,Military,KC-135,0,NA,Castle Arpt,CA,AWP,Unknown,CLIMB,DUSK,NONE,600,Medium Altitude,160,Medium Speed,Unknown Medium Bird,1,NONE,No,No
3152,1991,5,1,Military,KC-135,0,NA,Arkansas International Arpt,AR,ASW,Unknown,APPROACH,DAY,NONE,2000,Medium Altitude,180,Medium Speed,Unknown Medium Bird,2-10,NONE,No,No
3268,1991,5,1,Military,T-37B,0,NA,Sheppard Afb/Wichita Falls Muni Arpt,TX,ASW,Yes,APPROACH,DAY,NONE,1000,Medium Altitude,200,Medium Speed,Red-Tailed Hawk,1,NONE,Yes,No
103764,1991,5,1,Business,PA-31T CHEYENNE,2,C,Gary/Chicago Intl Arpt,IN,AGL,Yes,TAKEOFF RUN,DAY,NONE,0,On Ground,0,Stationary,Gull,1,NONE,No,No
105793,1991,5,1,Southwest Airlines,B-737-200,2,D,Louie Armstrong New Orleans Intl Arpt,LA,ASW,Yes,APPROACH,NIGHT,NONE,2000,Medium Altitude,200,Medium Speed,Unknown Medium Bird,1,NONE,No,No
102953,1991,5,1,Southwest Airlines,B-737-200,2,D,Louie Armstrong New Orleans Intl Arpt,LA,ASW,Yes,APPROACH,NIGHT,NONE,1000,Medium Altitude,150,Medium Speed,Unknown Medium Bird,1,NONE,No,No
101039,1991,5,1,Ups Airlines,DC-8-70,4,D,John F Kennedy Intl,NY,AEA,No,APPROACH,DAY,FOG,200,Low Altitude,145,Medium Speed,Gull,2-10,NONE,Yes,Yes
101429,1991,5,2,Business,C-210 CENTUR,1,A,Des Moines Intl,IA,ACE,No,APPROACH,NIGHT,NONE,300,Low Altitude,100,Low Speed,Unknown Medium Bird,1,NONE,No,No
3155,1991,5,2,Military,B-52G,0,NA,Castle Arpt,CA,AWP,Unknown,APPROACH,NIGHT,NONE,100,Low Altitude,138,Medium Speed,Unknown Medium Bird,1,NONE,No,No
3153,1991,5,2,Military,A-10A,2,D,Myrtle Beach Intl,SC,ASO,Unknown,LANDING ROLL,DAY,NONE,0,On Ground,150,Medium Speed,Unknown Medium Bird,1,NONE,No,No
105540,1991,5,2,Southwest Airlines,B-737-200,2,D,Los Angeles Intl,CA,AWP,No,LANDING ROLL,NIGHT,NONE,0,On Ground,100,Low Speed,Rock Pigeon,1,NONE,No,No
103188,1991,5,2,Privately Owned,MERLIN IV,2,C,Burke Lakefront,OH,AGL,Yes,APPROACH,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,No,No
3154,1991,5,2,Military,KC-135,0,NA,Castle Arpt,CA,AWP,Unknown,CLIMB,DAY,NONE,200,Low Altitude,160,Medium Speed,Unknown Medium Bird,2-10,NONE,No,No
100796,1991,5,3,Continental Airlines,B-727,3,D,Hartsfield - Jackson Atlanta Intl Arpt,GA,ASO,No,APPROACH,NIGHT,NONE,5,Low Altitude,131,Medium Speed,Unknown Medium Bird,1,NONE,No,No
120775,1991,5,3,Southwest Airlines,B-737-300,2,D,Unknown,UNKNOWN,NA,Unknown,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,Yes,Yes
128967,1991,5,3,Business,C-550,2,D,Unknown,UNKNOWN,NA,Unknown,LANDING ROLL,DAY,NONE,0,On Ground,0,Stationary,White-Tailed Deer,1,NONE,Yes,No
101878,1991,5,3,Northwest Airlines,DC-9,2,D,Baltimore/Wash Intl Thurgood Marshal Arpt,MD,AEA,Yes,LANDING ROLL,DAY,NONE,0,On Ground,0,Stationary,European Starling,1,NONE,No,No
101335,1991,5,3,Fedex Express,B-727,3,D,Charlotte/Douglas Intl Arpt,NC,ASO,No,LANDING ROLL,NIGHT,NONE,0,On Ground,20,Low Speed,Sparrow,1,NONE,No,No
101527,1991,5,3,Privately Owned,BELLANCA CMP,1,A,Danbury Municipal Arpt,CT,ANE,No,LANDING ROLL,DUSK,NONE,0,On Ground,40,Low Speed,Gull,1,NONE,No,No
100411,1991,5,3,1Us Airways,DC-9-30,2,D,Dallas/Fort Worth Intl Arpt,TX,ASW,No,APPROACH,DAY,NONE,500,Low Altitude,135,Medium Speed,Unknown Medium Bird,1,NONE,No,No
100713,1991,5,3,American Airlines,B-727-200,3,D,Dallas/Fort Worth Intl Arpt,TX,ASW,No,LANDING ROLL,DAY,NONE,0,On Ground,115,Medium Speed,Unknown Medium Bird,1,NONE,No,No
100234,1991,5,3,American Airlines,MD-80,2,D,Dallas/Fort Worth Intl Arpt,TX,ASW,Yes,LANDING ROLL,DAY,NONE,0,On Ground,90,Low Speed,Sparrow,1,NONE,No,No
103825,1991,5,4,American Airlines,B-727-200,3,D,Ronald Reagan Washington National Arpt,DC,AEA,No,CLIMB,DAY,NONE,5,Low Altitude,139,Medium Speed,Unknown Small Bird,1,NONE,No,No
100732,1991,5,4,Delta Air Lines,B-727,3,D,Cincinnati/Northern Kentucky Intl Arpt,KY,ASO,No,APPROACH,DAY,NONE,3000,High Altitude,180,Medium Speed,Unknown Medium Bird,1,NONE,No,No
102442,1991,5,4,Business,BA-31 JETSTR,2,C,Dallas/Fort Worth Intl Arpt,TX,ASW,No,APPROACH,DAY,NONE,1800,Medium Altitude,140,Medium Speed,Gull,1,NONE,No,No
103524,1991,5,4,Southwest Airlines,B-737-300,2,D,Ontario Intl Arpt,CA,AWP,No,CLIMB,NIGHT,NONE,80,Low Altitude,250,High Speed,Unknown Small Bird,1,NONE,No,No
106308,1991,5,4,American Airlines,MD-82,2,D,Dallas/Fort Worth Intl Arpt,TX,ASW,Yes,TAKEOFF RUN,DAY,NONE,0,On Ground,120,Medium Speed,Unknown Medium Bird,1,NONE,No,No
104135,1991,5,5,Henson,DHC8 DASH 8,2,C,Unknown,UNKNOWN,NA,No,EN ROUTE,NIGHT,NONE,3000,High Altitude,210,High Speed,Unknown Small Bird,1,NONE,No,No
3156,1991,5,5,Military,T-37B,0,NA,Waco Regional Arpt,TX,ASW,Unknown,TAKEOFF RUN,DAY,NONE,0,On Ground,80,Low Speed,Unknown Medium Bird,1,NONE,No,No
101638,1991,5,5,United Airlines,B-727,3,D,Eppley Airfield,NE,ACE,Yes,TAKEOFF RUN,DAY,NONE,0,On Ground,0,Stationary,Gull,1,NONE,No,No
100728,1991,5,5,American Airlines,MD-80,2,D,Chicago O'Hare Intl Arpt,IL,AGL,No,TAKEOFF RUN,DAY,NONE,0,On Ground,133,Medium Speed,Wren,1,NONE,No,No
103981,1991,5,5,United Airlines,B-727-200,3,D,Los Angeles Intl,CA,AWP,No,APPROACH,DAY,NONE,1100,Medium Altitude,140,Medium Speed,Gull,2-10,NONE,Yes,No
100461,1991,5,5,1Us Airways,B-737-400,2,D,Buffalo-Niagara Intl,NY,AEA,Yes,APPROACH,DAY,NONE,150,Low Altitude,160,Medium Speed,Gull,2-10,NONE,No,No
101506,1991,5,5,American Airlines,DC-10,3,D,Los Angeles Intl,CA,AWP,No,CLIMB,DAY,NONE,4000,High Altitude,220,High Speed,Unknown Medium Bird,1,NONE,No,No
100030,1991,5,5,Unknown Commercial,B-737-500,2,D,Dallas Love Field Arpt,TX,ASW,No,APPROACH,DAY,NONE,2000,Medium Altitude,170,Medium Speed,Unknown Medium Bird,1,NONE,No,No
104280,1991,5,5,American Airlines,MD-82,2,D,Dallas/Fort Worth Intl Arpt,TX,ASW,Yes,LANDING ROLL,DAY,NONE,0,On Ground,110,Medium Speed,Unknown Small Bird,1,NONE,No,No
105393,1991,5,5,Expressjet (Continental Exprs),EMB-120,2,C,Groton-New London Ar,CT,ANE,Unknown,TAKEOFF RUN,DAY,NONE,0,On Ground,0,Stationary,Gull,1,ABORTED TAKEOFF,Yes,No
101336,1991,5,6,Unknown,PA-31 NAVAJO,2,A,Austin Straubel Intl,WI,AGL,Yes,LANDING ROLL,DAY,NONE,0,On Ground,70,Low Speed,Gull,1,NONE,No,No
100006,1991,5,6,American Airlines,B-727-100,3,D,San Antonio Intl,TX,ASW,No,TAKEOFF RUN,DAY,NONE,0,On Ground,100,Low Speed,Unknown Medium Bird,1,NONE,No,No
3157,1991,5,6,Military,KC-135R,0,NA,Castle Arpt,CA,AWP,Unknown,APPROACH,DAY,NONE,50,Low Altitude,150,Medium Speed,Unknown Medium Bird,1,NONE,No,No
121547,1991,5,6,United Airlines,B-737-300,2,D,Norfolk Intl,VA,AEA,Unknown,LANDING ROLL,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,No,Yes
102016,1991,5,6,American Airlines,B-727,3,D,Nashville Intl,TN,ASO,No,APPROACH,DUSK,NONE,200,Low Altitude,130,Medium Speed,Unknown Small Bird,1,NONE,No,No
101081,1991,5,6,Privately Owned,BE-58  BARON,2,A,Florence Regional,SC,ASO,No,TAKEOFF RUN,NIGHT,NONE,0,On Ground,100,Low Speed,Gull,2-10,NONE,No,No
100144,1991,5,7,Business,DA-50 FALCON,3,D,Teterboro Airport,NJ,AEA,No,TAKEOFF RUN,DUSK,NONE,0,On Ground,0,Stationary,Turkey Vulture,1,NONE,No,No
115796,1991,5,7,Northwest Airlines,B-747,4,D,John F Kennedy Intl,NY,AEA,Unknown,TAKEOFF RUN,DAY,NONE,0,On Ground,80,Low Speed,Unknown Medium Bird,1,ABORTED TAKEOFF,Yes,Yes
102166,1991,5,7,Unknown,C-172,1,A,Santa Barbara Municipal,CA,AWP,No,LANDING ROLL,NIGHT,NONE,0,On Ground,60,Low Speed,Sandpiper,1,NONE,No,No
117791,1991,5,7,Unknown,UNKNOWN,0,NA,Pittsburgh Intl Arpt,PA,AEA,No,UNKNOWN,UNKNOWN,NONE,0,On Ground,0,Stationary,European Starling,2-10,NONE,No,No
101005,1991,5,7,Southwest Airlines,B-737-300,2,D,William P Hobby Arpt,TX,ASW,No,LANDING ROLL,DAY,NONE,0,On Ground,90,Low Speed,Killdeer,1,NONE,No,No
100460,1991,5,7,Business,HAWKER-SDLY HS125,2,B,Washington Dulles Intl Arpt,DC,AEA,No,DESCENT,NIGHT,NONE,4500,High Altitude,0,Stationary,Unknown Medium Bird,1,NONE,No,No
126044,1991,5,7,Japan Airlines,B-747-400,4,D,Grant County Arpt,WA,ANM,Unknown,LOCAL,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,Yes,Yes
103197,1991,5,7,American Airlines,MD-80,2,D,Ontario Intl Arpt,CA,AWP,No,CLIMB,DAY,NONE,100,Low Altitude,140,Medium Speed,Hawk,2-10,NONE,No,No
102311,1991,5,7,Midway Airlines,DC-9,2,D,Kansas City Intl,MO,ACE,Unknown,APPROACH,NIGHT,NONE,3000,High Altitude,200,Medium Speed,Unknown Large Bird,1,NONE,No,No
101260,1991,5,7,Ups Airlines,DC-8-70,4,D,Newark Liberty Intl Arpt,NJ,AEA,No,LANDING ROLL,DAWN,NONE,0,On Ground,100,Low Speed,Gull,1,NONE,Yes,Yes
105921,1991,5,7,American Airlines,DC-10-10,3,D,Tulsa Intl,OK,ASW,No,CLIMB,NIGHT,NONE,400,Low Altitude,180,Medium Speed,Unknown Medium Bird,1,NONE,No,No
101732,1991,5,7,American Airlines,MD-83,2,D,Austin-Bergstrom Intl,TX,ASW,No,APPROACH,NIGHT,NONE,1000,Medium Altitude,140,Medium Speed,Unknown Medium Bird,1,NONE,No,No
100676,1991,5,7,American Airlines,MD-82,2,D,Will Rogers World Arpt,OK,ASW,No,APPROACH,DAY,NONE,1500,Medium Altitude,160,Medium Speed,Unknown Medium Bird,2-10,NONE,No,No
3158,1991,5,8,Military,KC-135,0,NA,Castle Arpt,CA,AWP,Unknown,APPROACH,NIGHT,NONE,75,Low Altitude,140,Medium Speed,Unknown Medium Bird,1,NONE,No,No
103961,1991,5,8,American Airlines,DC-10-30,3,D,Tulsa Intl,OK,ASW,No,APPROACH,NIGHT,NONE,1500,Medium Altitude,180,Medium Speed,Unknown Medium Bird,1,NONE,No,No
3159,1991,5,8,Military,KC-135,0,NA,Arkansas International Arpt,AR,ASW,Unknown,APPROACH,NIGHT,NONE,2000,Medium Altitude,165,Medium Speed,Unknown Medium Bird,2-10,NONE,No,No
130175,1991,5,8,Unknown Commercial,UNKNOWN,0,NA,Norman Y. Mineta San Jose Intl Arpt,CA,AWP,Unknown,LOCAL,DUSK,NONE,0,On Ground,0,Stationary,Red Fox,1,NONE,No,No
130176,1991,5,8,Unknown Commercial,UNKNOWN,0,NA,Norman Y. Mineta San Jose Intl Arpt,CA,AWP,Unknown,LOCAL,DUSK,NONE,0,On Ground,0,Stationary,Red Fox,1,NONE,No,No
124467,1991,5,8,Japan Airlines,B-747-400,4,D,Grant County Arpt,WA,ANM,Unknown,LOCAL,UNKNOWN,NONE,0,On Ground,0,Stationary,Unknown Medium Bird,1,NONE,No,Yes
130177,1991,5,8,Unknown Commercial,UNKNOWN,0,NA,Norman Y. Mineta San Jose Intl Arpt,CA,AWP,Unknown,LOCAL,DUSK,NONE,0,On Ground,0,Stationary,Red Fox,1,NONE,No,No
101092,1991,5,8,Southwest Airlines,B-737-300,2,D,Dallas Love Field Arpt,TX,ASW,No,APPROACH,NIGHT,NONE,500,Low Altitude,130,Medium Speed,Unknown Small Bird,1,NONE,No,No
118146,1991,5,8,Southwest Airlines,B-737-300,2,D,William P Hobby Arpt,TX,ASW,No,APPROACH,DAY,NONE,2000,Medium Altitude,200,Medium Speed,Unknown Medium Bird,2-10,NONE,No,No
104449,1991,5,8,American Airlines,B-727,3,D,Des Moines Intl,IA,ACE,No,CLIMB,DAY,NONE,1040,Medium Altitude,200,Medium Speed,Unknown Small Bird,1,NONE,No,No
